player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures,YEAR
TeRah Edwards,129723,DI,NWESTERN,5,0,0,256,55.4,0,0,24,100,0,0,0,0,0,24,24,0,0,56.1,0,0,7,100,0,0,0,0,7,7,0,2021
Gunner Maldonado,129727,S,ARIZONA,9,0,0,109,53.3,0,0,6,4,0,0,0,0,0,151,6,0,0,54.5,0,0,2,3.4,0,0,0,0,59,2,0,2021
Sean McLaughlin,129728,ED,NWESTERN,12,0,0,256,55.8,1,6,114,91.8,4.4,5,1,4.8,2,134,123,9,0,61.4,1,4,40,97.7,7.5,3,11.3,2,44,43,7,2021
Greyson Metz,129729,LB,NWESTERN,1,0,0,256,60,0,0,1,33.3,0,0,0,0,0,3,1,0,0,,0,0,0,,,0,,0,0,0,0,2021
Lejond Cavazos,129741,CB,OHIO STATE,8,0,0,260,60,0,0,1,1.6,0,0,0,0,0,62,1,0,0,,0,0,0,0,,0,,0,16,0,0,2021
Jacolbe Cowan,129743,ED,OHIO STATE,7,0,0,260,53.6,1,2,20,90.9,0,0,1,7.5,0,22,20,3,0,54.9,0,1,5,83.3,0,0,10,0,6,5,1,2021
Darrion Henry-Young,129748,ED,OHIO STATE,2,0,0,260,72.9,0,2,13,100,30.8,4,0,7.7,0,14,14,2,0,78.4,0,2,8,100,50,4,12.5,0,8,8,2,2021
Cameron Martinez,129752,CB,OHIO STATE,8,0,0,260,72.7,1,1,5,4.1,40,2,0,20,0,122,5,2,0,63,0,1,1,2.1,100,1,50,0,47,1,1,2021
Lathan Ransom,129755,CB,OHIO STATE,12,0,0,260,66.6,0,0,9,3.2,11.1,1,1,11.1,1,278,9,1,0,72,0,0,4,4.5,25,1,25,1,89,4,1,2021
Cody Simon,129757,LB,OHIO STATE,12,0,0,260,65.9,1,10,44,18.6,13.6,6,0,14.8,1,258,48,12,0,73,0,5,16,20,25,4,21.9,1,95,19,6,2021
Ryan Watts,129762,CB,OHIO STATE,6,0,0,260,60,0,0,1,1.6,0,0,1,0,0,62,1,0,0,,0,0,0,0,,0,,0,18,0,0,2021
Kourt Williams II,129763,S,OHIO STATE,5,0,0,260,59.4,0,1,1,1.3,0,0,0,50,0,79,1,1,0,,0,0,0,0,,0,,0,25,0,0,2021
Ji'Ayir Brown,129767,S,PENN STATE,12,0,0,266,48.7,0,1,12,3.5,0,0,2,4.2,0,342,12,1,0,52.6,0,1,7,5,0,0,7.1,0,139,7,1,2021
Tyler Elsdon,129775,LB,PENN STATE,2,0,0,266,66.3,0,0,3,16.7,33.3,1,1,0,0,30,5,0,0,71.9,0,0,1,22.2,100,1,0,0,9,2,0,2021
Zuriah Fisher,129778,ED,PENN STATE,5,0,0,266,59.2,0,1,58,100,6.9,4,0,0.9,0,63,63,1,0,62,0,1,25,100,16,4,2,0,27,27,1,2021
Coziah Izzard,129784,DI,PENN STATE,11,0,0,266,53.4,1,4,184,99,1.6,3,1,2.4,2,209,207,7,0,51.2,0,3,66,100,1.5,1,2.3,0,73,73,3,2021
Curtis Jacobs,129785,LB,PENN STATE,11,0,0,266,76.4,2,5,42,21.3,16.7,7,2,13.1,2,216,46,9,0,80.1,1,2,13,19.7,30.8,4,26.9,2,66,13,5,2021
Fatorma Mulbah,129793,DI,PENN STATE,3,0,0,266,54.9,0,0,22,100,0,0,0,0,0,27,27,0,0,55.3,0,0,7,100,0,0,0,0,8,8,0,2021
Amin Vanover,129797,ED,PENN STATE,5,0,0,266,66.2,0,1,31,100,9.7,3,1,1.6,0,34,34,1,0,62.2,0,0,11,100,18.2,2,0,0,13,13,0,2021
Bryce Austin,129803,DI,PURDUE,10,1,0,273,55.2,0,0,47,100,0,0,0,0,0,48,48,0,0,54,0,0,18,100,0,0,0,0,19,19,0,2021
Geo Howard,129816,CB,CHARLOTTE,10,0,0,136,60,0,0,1,0.5,0,0,3,0,0,220,1,0,0,,0,0,0,0,,0,,0,56,0,0,2021
Greg Hudgins III,129817,DI,PURDUE,2,0,0,273,57.8,0,0,4,100,0,0,0,0,0,5,5,0,0,58.6,0,0,2,100,0,0,0,0,2,2,0,2021
Kydran Jenkins,129818,ED,PURDUE,12,0,0,273,56.1,0,5,152,91.6,4.6,7,0,4.9,5,179,164,10,0,57,0,3,55,93.9,5.5,3,6.4,2,66,62,5,2021
DaMarcus Mitchell,129826,ED,PURDUE,10,2,1,273,73.4,3,6,82,85.4,18.3,15,2,9.1,3,103,88,12,0,75.2,3,4,36,95.2,30.6,11,18.1,3,42,40,10,2021
Jordan Dunbar,129844,CB,RICE,12,0,0,275,60,0,0,1,0.3,0,0,2,0,0,342,1,0,0,,0,0,0,0,,0,,0,132,0,0,2021
Terreance Ellis,129845,LB,RICE,2,0,0,275,56.8,0,0,2,18.2,0,0,0,0,0,11,2,0,0,56.8,0,0,2,66.7,0,0,0,0,3,2,0,2021
Sean Fresch,129846,CB,RICE,12,0,0,275,57,0,0,1,0.6,0,0,6,0,0,320,2,0,0,,0,0,0,0,,0,,0,109,0,0,2021
Caleb James,129852,DI,RICE,6,0,0,275,67,0,2,33,100,12.1,4,0,3,0,36,36,2,0,71.2,0,1,13,100,23.1,3,3.8,0,13,13,1,2021
Plae Wyatt,129868,S,RICE,6,0,0,275,56.1,1,0,7,14,0,0,0,7.1,0,50,7,1,0,57.4,0,0,2,9.1,0,0,0,0,22,2,0,2021
Wesley Bailey,129871,ED,RUTGERS,5,0,0,278,64.5,0,2,32,100,9.4,3,0,6.3,1,36,36,3,0,62.8,0,1,21,100,4.8,1,7.1,1,23,23,2,2021
Rene Konga,129880,DI,RUTGERS,1,0,0,278,61.5,0,0,7,100,0,0,0,0,0,9,9,0,0,61.5,0,0,6,100,0,0,0,0,8,8,0,2021
Aaron Lewis,129884,ED,RUTGERS,11,0,0,278,57.8,2,6,156,100,5.1,8,1,4.5,3,161,161,11,0,61.2,1,4,73,100,8.2,6,7.5,3,76,76,8,2021
Robert Longerbeam,129886,CB,RUTGERS,9,0,0,278,59,0,0,1,0.7,0,0,1,0,0,149,1,0,0,59,0,0,1,1.4,0,0,0,0,73,1,0,2021
Tyreem Powell,129900,LB,RUTGERS,10,1,0,278,60.1,0,1,32,25.6,9.4,3,0,1.6,0,133,34,1,1,61.1,0,1,13,23.3,7.7,1,3.8,0,60,14,1,2021
Nick Herbig,129920,ED,WISCONSIN,12,0,1,349,91.3,5,22,181,58.2,22.7,41,2,11.3,7,328,191,34,0,90.4,3,14,65,63.3,35.4,23,20.8,5,109,69,22,2021
Kaden Johnson,129921,ED,WISCONSIN,2,0,0,349,57.1,0,0,3,28.6,0,0,0,0,0,14,4,0,0,58.3,0,0,1,33.3,0,0,0,0,6,2,0,2021
James Thompson Jr.,129930,DI,WISCONSIN,10,0,0,349,57.1,0,1,48,100,4.2,2,0,1,0,53,53,1,0,60.9,0,0,15,100,6.7,1,0,0,17,17,0,2021
Jordan Turner,129932,LB,WISCONSIN,2,0,0,349,58.1,1,0,2,25,0,0,0,25,0,8,2,1,0,,0,0,0,0,,0,,0,3,0,0,2021
Matthew Malloy,130265,LB,AIR FORCE,1,0,0,101,59.6,0,0,1,20,0,0,0,0,0,5,1,0,0,59.6,0,0,1,33.3,0,0,0,0,3,1,0,2021
Charles Amankwaa,130277,CB,AKRON,12,0,1,102,88.8,0,3,6,1.9,50,3,3,25,0,315,6,3,0,83.8,0,2,3,3,66.7,2,33.3,0,101,3,2,2021
Tyson Durant,130287,CB,AKRON,12,0,0,102,97,0,1,3,2.2,0,0,0,50,1,135,3,2,0,97.3,0,0,2,4.3,0,0,50,1,46,2,1,2021
Ronald Jackson Jr.,130297,CB,AKRON,9,0,0,102,54.3,0,1,5,5.7,20,1,2,10,0,122,7,1,0,56.2,0,1,2,4.4,50,1,25,0,45,2,1,2021
DiMarco Johnson,130299,S,AKRON,9,0,0,102,60,0,0,0,0.9,,0,0,,0,110,1,0,0,,0,0,0,0,,0,,0,38,0,0,2021
Ryan McClain,130306,DI,AKRON,12,1,0,102,59.2,2,8,155,100,4.5,7,1,3.9,1,164,164,11,0,61.5,1,4,43,100,9.3,4,8.1,1,46,46,6,2021
Michael Snowden,130318,LB,AKRON,7,0,0,102,53.1,1,0,7,20,0,0,0,7.1,0,35,7,1,0,53.6,0,0,5,33.3,0,0,0,0,15,5,0,2021
Janirr Wade,130320,DI,AKRON,5,0,0,102,55.4,0,0,13,100,0,0,0,0,0,13,13,0,0,58.1,0,0,2,100,0,0,0,0,2,2,0,2021
Brandon Berger,130326,ED,BALL ST,3,0,0,117,64.7,0,0,3,100,33.3,1,0,0,0,4,4,0,0,65.2,0,0,2,100,50,1,0,0,3,3,0,2021
Julian McBride,130341,DI,BALL ST,1,0,0,117,59,0,0,2,100,0,0,0,0,0,2,2,0,0,59,0,0,2,100,0,0,0,0,2,2,0,2021
Keionte Newson,130343,LB,BALL ST,2,0,0,117,72.2,0,0,1,14.3,0,0,0,100,1,7,1,1,0,72.2,0,0,1,50,0,0,100,1,2,1,1,2021
Nathan Reichert,130347,ED,BALL ST,4,0,0,117,56.7,0,0,18,100,5.6,1,1,0,0,19,19,0,0,55.8,0,0,5,100,0,0,0,0,5,5,0,2021
Joshua Tarango,130350,DI,BALL ST,11,0,0,117,68.1,3,7,159,100,9.4,15,1,3.1,0,162,162,10,0,62.1,0,2,40,100,7.5,3,2.5,0,42,42,2,2021
JB Brown,130354,LB,BOWL GREEN,6,0,0,122,73,1,2,6,15.2,50,3,0,25,0,46,7,3,0,62.3,0,1,4,19,25,1,12.5,0,21,4,1,2021
Dontrez Brown,130356,DI,BOWL GREEN,12,0,0,122,70.2,0,12,143,100,10.5,15,0,6.3,3,155,155,15,0,71.9,0,7,58,100,13.8,8,11.2,3,64,64,10,2021
Diata Burns,130357,CB,BOWL GREEN,6,0,0,122,59.2,0,0,1,1.8,0,0,0,0,0,55,1,0,0,59.2,0,0,1,4.3,0,0,0,0,23,1,0,2021
Demetrius Hardamon,130365,ED,BOWL GREEN,11,0,1,122,74.7,4,5,80,85.7,17.5,14,2,9.4,3,98,84,12,0,81.2,3,3,36,82.6,30.6,11,16.7,3,46,38,9,2021
Anthony Hawkins,130366,DI,BOWL GREEN,11,0,1,122,63,1,8,144,100,6.3,9,1,3.8,1,149,149,10,0,61.7,1,5,54,100,9.3,5,5.6,0,55,55,6,2021
Jordan Porter,130378,ED,BOWL GREEN,12,0,0,122,52.6,0,2,78,98.8,0,0,1,1.3,0,86,85,2,0,53.8,0,1,25,100,0,0,2,0,27,27,1,2021
Billie Roberts,130379,DI,BOWL GREEN,12,3,0,122,56.1,2,5,161,99.4,0.6,1,1,2.8,1,177,176,8,2,55.4,0,3,49,98.1,0,0,3.1,0,54,53,3,2021
Charles Rosser,130380,LB,BOWL GREEN,11,0,0,122,68.6,0,0,4,16.7,0,0,0,25,1,24,4,1,0,,0,0,0,0,,0,,0,5,0,0,2021
Marcus Sheppard,130383,CB,BOWL GREEN,9,0,0,122,58.7,0,0,1,0.6,0,0,1,0,0,167,1,0,0,58.7,0,0,1,1.5,0,0,0,0,65,1,0,2021
Trent Simms,130384,S,BOWL GREEN,6,0,0,122,57.3,0,0,2,1.7,0,0,0,0,0,120,2,0,0,57.3,0,0,2,3.1,0,0,0,0,64,2,0,2021
Jack Wardzala,130391,DI,BOWL GREEN,1,0,0,122,65.3,0,0,6,100,16.7,1,0,16.7,1,6,6,1,0,66.6,0,0,4,100,25,1,25,1,4,4,1,2021
Adrian Wilson,130395,ED,BOWL GREEN,4,0,0,122,54.5,0,0,11,100,0,0,0,0,0,11,11,0,0,55,0,0,8,100,0,0,0,0,8,8,0,2021
Shaun Dolac,130406,LB,BUFFALO,7,0,0,126,65.7,0,3,13,13.5,7.7,1,0,19.2,1,96,13,4,0,67.5,0,1,5,13.9,20,1,30,1,36,5,2,2021
Logic Hudgens,130410,CB,BUFFALO,4,0,0,126,60,0,0,1,0.9,0,0,1,0,0,107,1,0,0,,0,0,0,0,,0,,0,42,0,0,2021
Bryce Johnson-Maith,130412,ED,BUFFALO,2,0,0,126,58.7,0,0,3,100,0,0,0,0,0,3,3,0,0,59.7,0,0,1,100,0,0,0,0,1,1,0,2021
George Wolo,130424,DI,BUFFALO,12,0,0,126,73.1,2,14,218,100,10.6,23,1,5,3,231,231,19,0,68.8,1,11,73,100,16.4,12,11,2,77,77,14,2021
Donte Kent,130439,CB,C MICHIGAN,12,0,2,134,51,0,0,4,0.9,0,0,4,0,0,455,4,0,0,58.3,0,0,1,0.5,0,0,0,0,184,1,0,2021
Fred Stokes,130444,ED,C MICHIGAN,1,0,0,134,59.6,0,0,2,100,0,0,0,0,0,2,2,0,0,,0,0,0,,,0,,0,0,0,0,2021
Mikah Coleman,130451,DI,E MICHIGAN,4,0,0,160,52.2,0,0,18,100,0,0,0,0,0,22,22,0,0,52.3,0,0,13,100,0,0,0,0,17,17,0,2021
Jordan Crawford,130452,DI,E MICHIGAN,10,0,0,160,54.9,0,1,76,100,0,0,0,0.7,0,81,81,1,0,57.6,0,0,18,100,0,0,0,0,18,18,0,2021
Jacob Delso,130453,WR,E MICHIGAN,1,0,0,160,60,0,0,1,100,0,0,0,0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0,2021
Justin Jefferson,130464,LB,E MICHIGAN,12,0,0,160,74,3,2,15,25,26.7,4,0,16.7,0,60,15,5,0,68.2,1,0,8,38.1,25,2,6.3,0,21,8,1,2021
Myles McNeal,130470,CB,E MICHIGAN,4,0,0,160,45.4,0,1,2,9.1,0,0,0,25,0,33,3,1,0,46.6,0,1,1,11.1,0,0,50,0,9,1,1,2021
Steven Scheidt,130475,ED,E MICHIGAN,2,0,0,160,58.8,0,0,1,100,0,0,0,0,0,2,2,0,0,59.7,0,0,1,100,0,0,0,0,1,1,0,2021
Adin Huntington,130493,DI,KENT STATE,12,1,1,201,69.3,2,12,162,91.5,8.6,14,1,5.6,2,189,173,16,0,71.1,1,9,57,97,17.5,10,8.8,0,66,64,10,2021
Khalib Johns,130494,LB,KENT STATE,9,0,0,201,58.4,1,0,11,10.3,0,0,2,4.5,0,107,11,1,0,53.2,0,0,7,19.4,0,0,0,0,36,7,0,2021
CJ West,130507,DI,KENT STATE,12,2,0,201,67.5,1,14,284,100,4.9,14,1,4.4,5,300,300,20,0,63.2,0,4,76,100,5.3,4,6.6,3,81,81,7,2021
Jacob Snell,130530,DI,MIAMI OH,4,0,0,221,58.3,0,0,28,100,3.6,1,0,0,0,28,28,0,0,55.2,0,0,14,100,0,0,0,0,14,14,0,2021
CJ Ware IV,130533,ED,MIAMI OH,2,0,0,221,55.3,0,0,7,100,0,0,0,0,0,7,7,0,0,55.6,0,0,5,100,0,0,0,0,5,5,0,2021
Jacquez Warren,130534,S,MIAMI OH,9,0,0,221,52.7,1,1,19,6.8,0,0,0,5.3,0,281,19,2,0,58.4,0,1,1,1,0,0,50,0,103,1,1,2021
CJ Brown,130541,S,N ILLINOIS,12,0,0,254,58.1,1,3,20,5.7,0,0,1,10,0,387,22,4,0,60.5,1,2,7,7.2,0,0,21.4,0,97,7,3,2021
Ivan Davis,130546,ED,N ILLINOIS,12,0,0,254,49.4,1,2,75,96.6,1.3,1,0,2,0,87,84,3,0,52.8,1,0,27,96.7,3.7,1,1.9,0,30,29,1,2021
Jaden Dolphin,130547,LB,N ILLINOIS,10,0,0,254,56.1,0,2,25,18.3,4,1,0,8,1,142,26,3,0,61.1,0,0,13,32.5,7.7,1,7.7,1,40,13,1,2021
Jordan Hansen,130555,S,N ILLINOIS,11,1,0,254,66.5,2,2,8,2.4,0,0,1,25,0,333,8,4,0,56.9,1,1,2,2.3,0,0,50,0,88,2,2,2021
Jack Hugunin,130558,DI,N ILLINOIS,5,0,0,254,57.4,0,0,15,100,0,0,0,0,0,16,16,0,0,58.9,0,0,2,100,0,0,0,0,2,2,0,2021
Myles McGee,130567,CB,N ILLINOIS,8,0,0,254,52.4,1,0,3,1.7,0,0,1,16.7,0,177,3,1,0,59.4,0,0,1,1.9,0,0,0,0,54,1,0,2021
Devonte O'Malley,130569,ED,N ILLINOIS,12,0,0,254,61.4,3,10,187,99,7.5,14,2,5.1,3,199,197,16,0,66.5,1,5,56,100,16.1,9,7.1,1,60,60,7,2021
Pierce Oppong,130570,ED,N ILLINOIS,12,0,0,254,52.7,0,2,110,98.3,0,0,0,1.8,1,117,115,3,0,52.2,0,0,24,100,0,0,0,0,25,25,0,2021
Jashon Prophete,130572,S,N ILLINOIS,4,0,0,254,56.6,0,0,3,5.5,0,0,0,0,0,73,4,0,0,59.6,0,0,1,5.9,0,0,0,0,17,1,0,2021
Daveren Rayner,130573,LB,N ILLINOIS,7,0,0,254,59.3,0,0,24,24.3,8.3,2,0,4.2,1,103,25,1,0,53.4,0,0,9,32.1,0,0,0,0,28,9,0,2021
Eric Rogers,130576,CB,N ILLINOIS,5,0,0,254,57.6,0,0,2,1.7,0,0,1,0,0,119,2,0,0,59.3,0,0,1,2.9,0,0,0,0,34,1,0,2021
Raishein Thomas,130580,ED,N ILLINOIS,12,3,0,254,61.4,3,8,189,99,2.1,4,1,3.4,1,201,199,12,1,59.6,1,3,36,100,5.6,2,5.6,0,41,41,4,2021
Jacob Waskow,130583,DI,N ILLINOIS,2,0,0,254,57.9,0,0,7,100,0,0,0,0,0,7,7,0,0,,0,0,0,,,0,,0,0,0,0,2021
Pierre Kemeni,130595,CB,OHIO,7,0,0,259,59.3,0,0,1,1.6,0,0,2,0,0,63,1,0,0,,0,0,0,0,,0,,0,18,0,0,2021
Rodney Mathews,130597,DI,OHIO,12,0,0,259,64.1,1,13,221,99.6,7.7,17,3,3.6,1,237,236,15,0,68.6,1,9,82,100,14.6,12,7.3,1,86,86,11,2021
Roman Parodie,130601,CB,OHIO,12,0,0,259,72.6,0,0,2,1.3,0,0,1,50,1,233,3,1,0,,0,0,0,0,,0,,0,75,0,0,2021
Dylan Stevens,130605,LB,OHIO,2,0,0,259,58.1,0,0,2,40,0,0,0,0,0,5,2,0,0,58.1,0,0,2,40,0,0,0,0,5,2,0,2021
DeMeer Blankumsee,130613,WR,TOLEDO,1,0,0,316,60,0,0,1,100,0,0,2,0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0,2021
Sawiaha Ellis,130618,LB,TOLEDO,1,0,0,316,57.4,0,1,3,44.4,0,0,0,16.7,0,9,4,1,0,,0,0,0,0,,0,,0,3,0,0,2021
Maxen Hook,130625,S,TOLEDO,12,0,0,316,65.7,0,1,6,2.1,0,0,0,25,1,285,6,2,0,68.3,0,1,3,2.6,0,0,50,1,116,3,2,2021
Quinyon Mitchell,130628,CB,TOLEDO,12,0,1,316,97,1,1,6,2.1,16.7,1,3,33.3,1,283,6,3,0,54.7,0,0,2,1.9,0,0,0,0,103,2,0,2021
Martez Poynter,130629,DI,TOLEDO,1,0,0,316,59.2,0,0,4,100,0,0,0,0,0,4,4,0,0,,0,0,0,,,0,,0,0,0,0,2021
Ryan Kilburg,130652,S,W MICHIGAN,2,0,0,347,59.4,0,0,1,1.4,0,0,1,0,0,72,1,0,0,59.4,0,0,1,2.4,0,0,0,0,41,1,0,2021
Logan Wilson,130669,DI,W MICHIGAN,1,0,0,347,57,0,1,6,100,0,0,0,8.3,0,6,6,1,0,58.3,0,1,2,100,0,0,25,0,2,2,1,2021
Byron Murphy II,131252,DI,TEXAS,11,0,0,311,72.3,0,9,128,100,8.6,11,0,5.1,2,131,131,11,0,77.1,0,5,33,100,18.2,6,10.6,1,35,35,6,2021
Shemar Turner,131273,DI,TEXAS A&M,9,0,0,312,61.5,1,1,68,100,5.9,4,1,4.4,2,73,73,4,0,63.3,1,1,25,100,12,3,4,0,26,26,2,2021
PJ Ramsey,131513,ED,AIR FORCE,1,0,0,101,59.4,0,0,1,33.3,0,0,0,0,0,3,1,0,0,,0,0,0,0,,0,,0,1,0,0,2021
Isaiah Mays,131585,CB,ARIZONA,3,0,0,109,60,0,0,1,4,0,0,1,0,0,25,1,0,0,,0,0,0,0,,0,,0,16,0,0,2021
Paris Shand,131594,ED,ARIZONA,11,0,1,109,52.4,2,5,118,100,3.4,4,1,4.7,2,128,128,9,0,53.6,1,2,53,100,3.8,2,4.7,1,57,57,4,2021
Treydan Stukes,131596,CB,ARIZONA,12,0,0,109,55.2,0,0,2,0.9,0,0,1,0,0,223,2,0,0,,0,0,0,0,,0,,0,109,0,0,2021
Dion Wilson Jr.,131600,DI,ARIZONA,6,0,0,109,54.7,0,0,18,95.5,0,0,0,0,0,22,21,0,0,55.2,0,0,9,100,0,0,0,0,10,10,0,2021
Jaydin Young,131602,S,ARIZONA,10,0,0,109,50.6,0,1,9,4,0,0,2,5.6,0,225,9,1,0,52.6,0,0,4,3.8,0,0,0,0,104,4,0,2021
Tee Lee,131616,S,ARIZONA ST,3,0,0,110,59.9,0,0,1,3.3,0,0,0,0,0,30,1,0,0,,0,0,0,0,,0,,0,17,0,0,2021
Joe Moore,131621,ED,ARIZONA ST,10,0,0,110,60.1,3,4,92,98.1,12,11,1,6,2,105,103,9,0,58.8,2,1,62,100,11.3,7,5.6,2,68,68,5,2021
Omarr Norman-Lott,131624,DI,ARIZONA ST,11,0,1,110,72.7,4,5,142,100,11.3,16,6,4.6,2,155,155,11,0,72.3,2,4,71,100,16.9,12,7,2,77,77,8,2021
Will Shaffer,131628,LB,ARIZONA ST,6,0,0,110,59.8,0,0,1,7.7,0,0,0,0,0,13,1,0,0,,0,0,0,0,,0,,0,5,0,0,2021
Ricky Correia,131644,DI,CAL,10,0,0,130,59.7,1,2,68,97.4,4.4,3,0,2.2,0,76,74,3,0,59,0,2,29,93.8,6.9,2,3.4,0,32,30,2,2021
Collin Gamble,131648,CB,CAL,11,0,0,130,51.4,0,4,5,2.1,20,1,1,40,0,336,7,4,0,64.4,0,2,2,1.3,50,1,50,0,154,2,2,2021
Stanley Saole-McKenzie,131656,DI,CAL,4,0,0,130,62.6,0,2,36,100,8.3,3,0,2.8,0,38,38,2,0,63.7,0,2,16,100,12.5,2,6.3,0,16,16,2,2021
Tramayne Mejia-Paster,131662,LB,CAL,7,0,0,130,56.6,1,1,21,15.9,0,0,1,9.5,1,138,22,3,0,56.3,0,1,14,22.2,0,0,10.7,1,63,14,2,2021
Jaedon Roberts,131664,DI,CAL,12,0,0,130,63.9,1,1,86,100,7,6,0,1.2,0,94,94,2,0,60.3,0,1,35,100,8.6,3,1.4,0,36,36,1,2021
Ethan Saunders,131665,DI,CAL,12,0,0,130,70.8,0,6,146,99.3,7.5,11,1,4.8,4,153,152,10,0,72.9,0,4,69,98.6,10.1,7,7.2,3,71,70,7,2021
Christian Gonzalez,131679,CB,COLORADO,12,0,0,143,55,0,0,2,0.4,0,0,3,0,0,448,2,0,0,,0,0,0,0,,0,,0,194,0,0,2021
Devin Grant,131680,ED,COLORADO,3,0,0,143,55.8,1,2,48,67.6,4.2,2,0,3.1,0,74,50,3,0,61.2,1,1,19,74.1,10.5,2,5.3,0,27,20,2,2021
Justin Jackson,131684,ED,COLORADO,10,0,0,143,50.7,0,4,72,98.7,4.2,3,1,2.8,0,78,77,4,0,51.3,0,2,32,97.1,3.1,1,3.1,0,34,33,2,2021
Alvin Williams,131698,ED,COLORADO,2,0,0,143,55.1,1,0,21,87.5,0,0,0,2.4,0,24,21,1,0,53.5,0,0,9,90,0,0,0,0,10,9,0,2021
Maceal Afaese,131700,DI,OREGON,1,0,0,264,57.4,0,0,3,100,0,0,0,0,0,4,4,0,0,58.8,0,0,2,100,0,0,0,0,2,2,0,2021
Jayson Jones,131715,DI,OREGON,12,0,0,264,58.8,0,1,86,100,2.3,2,0,2.9,2,97,97,3,0,61.2,0,1,34,100,2.9,1,4.4,1,38,38,2,2021
Dontae Manning,131719,CB,OREGON,11,0,0,264,59.7,0,0,0,0.8,,0,4,,0,122,1,0,0,,0,0,0,0,,0,,0,66,0,0,2021
Noah Sewell,131722,LB,OREGON,12,3,0,264,90.1,9,19,84,19.3,27.4,23,2,21.4,4,462,89,32,2,88,3,13,43,24.3,34.9,15,23.3,2,185,45,18,2021
Jake Shipley,131723,ED,OREGON,5,0,0,264,54.3,0,1,63,86.7,4.8,3,0,0.8,0,75,65,1,0,52.5,0,0,30,86.1,3.3,1,0,0,36,31,0,2021
Bradyn Swinson,131726,ED,OREGON,9,1,0,264,68.1,3,5,125,73.9,10.4,13,0,5.6,3,180,133,11,0,71,1,2,67,82,13.4,9,6.7,3,89,73,6,2021
Alton Julian,131739,S,OREGON ST,7,0,0,265,74.2,0,0,2,0.9,50,1,1,0,0,218,2,0,0,63.8,0,0,1,1.1,100,1,0,0,95,1,0,2021
Sione Lolohea,131743,DI,OREGON ST,7,0,1,265,66,1,7,84,100,11.9,10,1,6,1,88,88,9,0,62.2,0,3,36,100,11.1,4,4.2,0,37,37,3,2021
Tavis Shippen,131753,DI,OREGON ST,5,0,0,265,58.5,0,0,35,100,5.7,2,0,0,0,35,35,0,0,58.3,0,0,13,100,7.7,1,0,0,13,13,0,2021
Rejzohn Wright,131756,CB,OREGON ST,12,0,0,265,64.4,1,2,5,1.2,20,1,4,50,1,425,5,4,0,69,0,1,3,1.7,33.3,1,50,1,175,3,2,2021
Alaka'i Gilman,131760,S,STANFORD,7,0,0,300,59.1,0,1,1,2,0,0,0,50,0,98,2,1,0,,0,0,0,0,,0,,0,38,0,0,2021
Lance Keneley,131766,ED,STANFORD,10,0,0,300,56.7,0,5,71,98.7,4.2,3,1,3.5,0,75,74,5,0,55.2,0,1,20,100,0,0,2.5,0,21,21,1,2021
Tobin Phillips,131776,DI,STANFORD,8,0,0,300,58.4,0,1,40,100,2.5,1,0,1.3,0,43,43,1,0,54.5,0,0,15,100,0,0,0,0,16,16,0,2021
Mitchell Agude,131787,ED,UCLA,12,2,0,324,75.2,9,25,299,96.3,11.7,35,3,7,4,326,314,38,0,83.3,2,14,100,94.6,20,20,11,3,112,106,19,2021
Choe Bryant-Strother,131789,ED,UCLA,1,0,0,324,62,0,1,5,85.7,20,1,0,10,0,7,6,1,0,56.3,0,0,2,75,0,0,0,0,4,3,0,2021
Myles Jackson,131795,ED,UCLA,6,0,0,324,55.3,0,1,66,98.6,3,2,0,2.3,1,69,68,2,0,55,0,0,20,95.5,5,1,5,1,22,21,1,2021
Joquarri Price,131806,ED,UCLA,4,1,0,324,66.3,0,3,23,100,21.7,5,1,6.5,0,27,27,3,0,64.1,0,1,7,100,28.6,2,7.1,0,10,10,1,2021
Jeremiah Trojan,131814,LB,UCLA,2,0,0,324,65.8,0,0,2,18.2,50,1,0,0,0,11,2,0,0,63.8,0,0,1,14.3,100,1,0,0,7,1,0,2021
JonJon Vaughns,131815,LB,UCLA,12,0,0,324,53.9,2,1,27,29.3,3.7,1,2,5.6,0,99,29,3,0,54,1,1,13,33.3,7.7,1,7.7,0,45,15,2,2021
Jamar Sekona,131836,DI,USC,9,1,0,326,68.3,0,3,75,100,12,9,0,2,0,80,80,3,1,75,0,3,25,100,28,7,6,0,29,29,3,2021
Tuli Tuipulotu,131840,ED,USC,12,1,0,326,79.8,6,17,268,93.5,14.2,38,1,6.5,6,309,289,29,0,81.1,1,10,95,98.1,22.1,21,11.1,5,106,104,16,2021
