player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures,YEAR
Isaiah Bagnah,101162,ED,BOISE ST,4,0,0,120,61.3,1,3,51,74,5.9,3,0,7.8,2,73,54,6,0,63.8,1,3,26,87.5,11.5,3,11.5,1,32,28,5,2020
Jaydn Ewing,101163,ED,BOISE ST,1,0,0,120,63.2,0,1,6,100,16.7,1,0,8.3,0,6,6,1,0,64.6,0,1,3,100,33.3,1,16.7,0,3,3,1,2020
Michael Callahan,101165,DI,BOISE ST,3,0,0,120,58.3,0,0,21,100,4.8,1,0,0,0,21,21,0,0,55.2,0,0,11,100,0,0,0,0,11,11,0,2020
Jack Boyer,101166,ED,WYOMING,3,0,0,351,54.5,0,0,10,100,0,0,0,0,0,10,10,0,0,54.3,0,0,8,100,0,0,0,0,8,8,0,2020
Kaleo Neves,101169,LB,UTAH ST,3,0,0,329,55.8,0,0,5,20.8,0,0,0,0,0,24,5,0,0,55.8,0,0,3,30,0,0,0,0,10,3,0,2020
AJ Vongphachanh,101172,LB,UTAH ST,6,0,0,329,70.6,2,5,33,20.1,6.1,2,0,19.7,3,184,37,10,0,65.9,0,1,14,51.4,7.1,1,10.7,1,35,18,2,2020
Wyatt Draeger,101173,DI,S DIEGO ST,3,0,0,284,56.9,0,0,13,100,0,0,0,0,0,14,14,0,0,58,0,0,3,100,0,0,0,0,3,3,0,2020
Jonah Tavai,101174,DI,S DIEGO ST,8,0,0,284,67,4,12,206,99.5,7.3,15,0,5.3,3,212,211,19,0,71.5,3,5,69,98.6,8.7,6,10.1,3,72,71,11,2020
Naki Fahina,101179,DI,UNLV,5,0,0,325,58.6,0,1,38,100,2.6,1,0,1.3,0,40,40,1,0,56.2,0,0,7,100,0,0,0,0,7,7,0,2020
Eliel Ehimare,101182,DI,UNLV,6,0,1,325,82.1,2,13,107,100,16.8,18,1,9.8,3,115,115,18,0,75.9,0,4,34,100,17.6,6,14.7,3,38,38,7,2020
Nikko Thomas,101185,ED,FRESNO ST,1,0,0,169,53.9,0,0,11,100,0,0,0,0,0,11,11,0,0,55,0,0,6,100,0,0,0,0,6,6,0,2020
Elmer Pauni,101188,DI,NEW MEXICO,5,0,0,241,55.8,1,2,66,98.6,3,2,1,2.3,0,71,70,3,0,57.7,1,0,24,96,4.2,1,2.1,0,25,24,1,2020
Joey Noble,101190,ED,NEW MEXICO,7,0,1,241,66.2,4,11,195,98.6,10.3,20,3,5.9,4,207,204,19,0,71,4,7,74,98.7,18.9,14,10.1,2,78,77,13,2020
Ben Gansallo,101191,DI,NEW MEXICO,4,0,0,241,60.1,1,3,82,97.7,4.9,4,1,6.1,3,87,85,7,0,63.2,1,2,37,97.4,10.8,4,9.5,2,38,37,5,2020
Tristan Nichols,101196,ED,NEVADA,6,0,0,239,57.5,2,11,61,88.4,11.5,7,0,10.7,0,69,61,13,0,55.4,1,7,37,90.2,13.5,5,10.8,0,41,37,8,2020
Noah Bush,101202,LB,AIR FORCE,2,0,0,101,51.7,0,0,17,33.3,5.9,1,0,0,0,51,17,0,0,51.7,0,0,11,34.4,9.1,1,0,0,32,11,0,2020
Garret Fountain,101214,ED,S DIEGO ST,2,0,0,284,88.2,0,0,2,100,0,0,0,50,1,2,2,1,0,,0,0,0,,,0,,0,0,0,0,2020
Michael Shawcroft,101215,LB,S DIEGO ST,8,0,0,284,58.4,4,2,68,40.6,2.9,2,0,7.4,2,175,71,8,0,52.4,1,1,22,46.8,4.5,1,4.5,0,47,22,2,2020
Jacoby Windmon,101226,ED,UNLV,6,2,0,325,67.6,0,6,141,76.5,8.5,12,2,6.4,6,196,150,12,1,63.2,0,3,45,86,8.9,4,10,3,57,49,6,2020
Kyle Beaudry,101227,LB,UNLV,2,0,0,325,60,0,0,1,7.1,0,0,0,0,0,14,1,0,0,,0,0,0,0,,0,,0,2,0,0,2020
Jordan Cobbs,101229,LB,S JOSE ST,3,0,0,285,61.4,0,2,1,5.6,100,1,0,100,0,18,1,2,0,61.4,0,1,1,14.3,100,1,50,0,7,1,1,2020
Devin Sanders,101232,LB,NEW MEXICO,7,0,0,241,55.8,1,6,132,55.5,6.8,9,1,2.7,0,247,137,7,0,60.9,1,2,44,50.6,13.6,6,3.4,0,89,45,3,2020
Ben Dooley,101247,DI,BOISE ST,1,0,0,120,61.4,0,1,14,100,0,0,0,3.6,0,15,15,1,0,56.5,0,0,6,100,0,0,0,0,6,6,0,2020
Brandon Gooding,101278,ED,AIR FORCE,6,0,0,101,63.9,2,3,41,81.1,9.8,4,0,11,2,53,43,7,0,68.4,1,3,15,69.6,13.3,2,26.7,2,23,16,6,2020
Lorenzo Burkes,101300,ED,S JOSE ST,1,0,0,285,58.6,0,0,1,100,0,0,0,0,0,1,1,0,0,58.6,0,0,1,100,0,0,0,0,1,1,0,2020
Patrick McMorris,101309,S,S DIEGO ST,4,0,0,284,58.8,0,0,0,1.2,,0,0,,0,81,1,0,0,58.8,0,0,0,4.3,,0,,0,23,1,0,2020
Cash Gilliam,101316,LB,UTAH ST,3,0,0,329,67.5,0,2,9,14.5,11.1,1,0,22.2,1,62,9,3,0,53.1,0,1,6,50,0,0,8.3,0,12,6,1,2020
Jerrick Reed II,101322,S,NEW MEXICO,7,0,0,241,62.5,1,0,6,3.3,0,0,0,8.3,0,240,8,1,0,65.1,1,0,3,3.4,0,0,16.7,0,88,3,1,2020
Letayveon Beaton,101323,S,NEW MEXICO,5,0,0,241,60,0,0,1,1.1,0,0,1,0,0,90,1,0,0,,0,0,0,0,,0,,0,29,0,0,2020
Sefo Mailangi,101324,DI,S DIEGO ST,5,0,0,284,60.3,0,1,14,100,7.1,1,0,3.6,0,14,14,1,0,57.3,0,0,4,100,0,0,0,0,4,4,0,2020
Joey Porter Jr.,101364,CB,PENN STATE,8,0,0,266,65,1,0,6,2.7,0,0,0,25,1,222,6,2,0,67,0,0,3,3.3,0,0,33.3,1,90,3,1,2020
Daequan Hardy,101365,CB,PENN STATE,9,0,0,266,95.6,0,1,5,5.1,0,0,0,30,1,118,6,2,0,96.2,0,1,4,7.2,0,0,37.5,1,69,5,2,2020
Quinton Newsome,101371,CB,NEBRASKA,8,0,0,238,59.3,0,0,1,1.6,0,0,0,0,0,62,1,0,0,59.3,0,0,1,6.3,0,0,0,0,16,1,0,2020
Cam Allen,101374,S,PURDUE,6,0,0,273,70.5,0,0,5,3.9,20,1,2,20,1,128,5,1,0,58.9,0,0,1,2.5,0,0,0,0,40,1,0,2020
Erwin Byrd,101383,CB,MARYLAND,3,0,1,215,57,0,1,3,6.1,0,0,1,16.7,0,49,3,1,0,,0,0,0,0,,0,,0,25,0,0,2020
Lavonte Gater,101385,CB,MARYLAND,5,0,0,215,59.3,0,0,1,2.9,0,0,1,0,0,35,1,0,0,,0,0,0,0,,0,,0,17,0,0,2020
Tiawan Mullen,101394,CB,INDIANA,7,0,0,190,90,1,0,13,6.6,0,0,3,34.6,4,227,15,5,0,78.2,1,0,9,10.3,0,0,38.9,3,97,10,4,2020
Josh Sanguinetti,101396,S,INDIANA,5,0,0,190,59,0,0,1,2.5,0,0,0,0,0,40,1,0,0,,0,0,0,0,,0,,0,16,0,0,2020
Dane Belton,101398,CB,IOWA,8,0,0,192,90.2,0,1,14,5.1,21.4,3,1,25,3,296,15,4,0,91.3,0,0,6,5.6,33.3,2,50,3,124,7,3,2020
Jermari Harris,101401,CB,IOWA,3,0,0,192,55.4,0,1,1,4.3,0,0,0,50,0,23,1,1,0,55.4,0,1,1,8.3,0,0,50,0,12,1,1,2020
Noah Potter,101405,ED,OHIO STATE,2,0,0,260,55.3,0,0,9,100,0,0,0,0,0,9,9,0,0,55.7,0,0,6,100,0,0,0,0,6,6,0,2020
Adisa Isaac,101406,ED,PENN STATE,9,0,0,266,68.6,1,4,81,88.7,8.6,7,1,5.6,2,97,86,7,0,73,1,2,33,88.1,12.1,4,10.6,2,42,37,5,2020
Hakeem Beamon,101407,DI,PENN STATE,8,0,0,266,61.7,0,7,78,98.8,9,7,0,4.5,0,84,83,7,0,63.3,0,5,36,100,13.9,5,6.9,0,41,41,5,2020
Smith Vilbert,101408,ED,PENN STATE,4,0,0,266,53.1,0,1,23,92,0,0,0,2.2,0,25,23,1,0,53.6,0,0,13,92.9,0,0,0,0,14,13,0,2020
Michael Fletcher,101411,ED,MICH STATE,7,1,0,223,60.3,0,2,86,96.9,5.8,5,1,3.5,2,96,93,4,1,62.8,0,1,46,98,8.7,4,5.4,2,49,48,3,2020
Sulaiman Kpaka,101415,ED,PURDUE,2,0,0,273,60,1,0,11,100,9.1,1,0,4.5,0,11,11,1,0,57.6,0,0,2,100,0,0,0,0,2,2,0,2020
Logan Lee,101416,DI,IOWA,2,0,0,192,65.4,0,2,13,92.9,15.4,2,0,7.7,0,14,13,2,0,63.8,0,1,6,85.7,16.7,1,8.3,0,7,6,1,2020
Christopher Hinton,101418,DI,MICHIGAN,6,1,0,222,67.9,1,5,120,100,6.7,8,0,3.3,1,127,127,7,0,68.7,1,2,20,100,10,2,7.5,0,24,24,3,2020
Mazi Smith,101419,DI,MICHIGAN,3,0,0,222,56.9,0,0,14,100,0,0,0,0,0,14,14,0,0,,0,0,0,,,0,,0,0,0,0,2020
David Ojabo,101420,ED,MICHIGAN,5,0,0,222,52.8,0,0,18,90,0,0,1,0,0,20,18,0,0,53.7,0,0,10,100,0,0,0,0,10,10,0,2020
Gabe Newburg,101422,ED,MICHIGAN,4,0,0,222,62.9,1,0,16,100,6.3,1,1,3.1,0,18,18,1,0,65.9,0,0,1,100,0,0,0,0,3,3,0,2020
Anthony Booker Jr.,101424,DI,MARYLAND,5,0,0,215,56.1,1,3,57,100,5.3,3,0,3.5,0,63,63,4,0,57.7,1,2,22,100,9.1,2,6.8,0,25,25,3,2020
Sam Okuayinonu,101425,ED,MARYLAND,5,0,1,215,65.7,3,11,113,100,12.4,14,2,7.1,1,119,119,15,0,65.5,1,6,49,100,16.3,8,9.2,1,50,50,8,2020
Tijaun Mason,101426,ED,RUTGERS,4,0,0,278,60.7,0,1,11,100,9.1,1,0,4.5,0,12,12,1,0,62.5,0,1,5,100,20,1,10,0,6,6,1,2020
MJ Anderson,101427,ED,MINNESOTA,5,0,0,225,91.1,1,3,36,100,19.4,7,0,8.3,1,39,39,5,0,68.1,0,0,6,100,16.7,1,0,0,7,7,0,2020
Keonte Schad,101428,DI,MINNESOTA,4,0,0,225,59.6,1,1,81,100,2.5,2,1,1.2,0,86,86,2,0,67.2,0,1,23,100,8.7,2,2.2,0,24,24,1,2020
Rashad Cheney Jr.,101430,DI,MINNESOTA,5,1,0,225,63.9,1,3,45,100,6.7,3,0,4.4,0,48,48,4,0,64.9,1,1,12,100,16.7,2,8.3,0,13,13,2,2020
Logan Richter,101431,DI,MINNESOTA,2,0,0,225,58.5,0,0,4,100,0,0,0,0,0,4,4,0,0,,0,0,0,,,0,,0,0,0,0,2020
Trill Carter,101432,DI,MINNESOTA,7,0,0,225,59.5,0,4,107,100,2.8,3,0,3.7,2,114,114,6,0,66.3,0,3,29,100,10.3,3,12.1,2,30,30,5,2020
Sio Nofoagatoto'a,101435,DI,INDIANA,7,0,0,190,55.7,1,2,92,100,3.3,3,0,1.6,0,96,96,3,0,56.1,1,1,33,100,6.1,2,3,0,33,33,2,2020
C.J. Person,101437,ED,INDIANA,7,1,0,190,60.7,0,1,42,93.5,4.8,2,0,1.2,0,46,43,1,0,58,0,0,14,87.5,7.1,1,0,0,16,14,0,2020
Jeramy Passmore,101439,ED,INDIANA,3,0,0,190,60,0,0,15,100,6.7,1,0,0,0,15,15,0,0,56.8,0,0,4,100,0,0,0,0,4,4,0,2020
Demarcus Elliott,101440,DI,INDIANA,6,1,0,190,58.8,1,4,93,100,1.1,1,0,3.8,1,101,101,6,1,62.1,0,2,30,100,3.3,1,6.7,1,35,35,3,2020
Ty Robinson,101446,DI,NEBRASKA,8,0,0,238,66.1,5,9,146,100,6.2,9,0,4.8,0,149,149,14,0,69.5,2,3,45,100,11.1,5,5.6,0,45,45,5,2020
Zach VanValkenburg,101450,ED,IOWA,8,0,0,192,68.1,4,9,216,94.5,10.2,22,0,5.8,6,235,222,19,0,68.9,0,7,84,93.4,13.1,11,7.7,3,91,85,10,2020
Jaden McKenzie,101453,DI,OHIO STATE,1,0,0,260,57.6,0,0,5,100,0,0,0,0,0,5,5,0,0,58.5,0,0,2,100,0,0,0,0,2,2,0,2020
Dvon Ellies,101455,DI,PENN STATE,3,0,0,266,80.8,0,3,23,95.8,21.7,5,0,10.9,1,24,23,4,0,88,0,3,13,92.9,38.5,5,19.2,1,14,13,4,2020
Jalen Hunt,101456,DI,MICH STATE,5,0,0,223,52.1,0,0,82,100,0,0,0,0,0,88,88,0,0,52.4,0,0,37,100,0,0,0,0,40,40,0,2020
Maverick Hansen,101457,DI,MICH STATE,4,0,0,223,55.3,0,2,18,100,5.6,1,0,5.6,0,21,21,2,0,55.9,0,0,8,100,0,0,0,0,10,10,0,2020
Leo Chenal,101463,LB,WISCONSIN,6,1,0,349,91.2,6,5,48,29.1,14.6,7,0,17.7,3,189,55,14,0,90.5,2,3,24,32.9,16.7,4,22.9,3,76,25,8,2020
Nick Henrich,101466,LB,NEBRASKA,7,0,0,238,61.8,2,3,36,39.4,11.1,4,0,6.9,0,94,37,5,0,66.7,1,2,12,42.9,25,3,12.5,0,28,12,3,2020
Luke Reimer,101469,LB,NEBRASKA,6,0,0,238,87.4,0,1,25,17.2,0,0,1,10,2,163,28,3,0,91.5,0,0,12,31.1,0,0,16.7,2,45,14,2,2020
Garrett Snodgrass,101470,LB,NEBRASKA,1,0,0,238,59,0,0,1,100,0,0,0,0,0,1,1,0,0,59,0,0,1,100,0,0,0,0,1,1,0,2020
Anthony Solomon,101481,LB,MICHIGAN,2,0,0,222,56.8,0,0,4,28.6,0,0,0,0,0,14,4,0,0,59.6,0,0,1,25,0,0,0,0,4,1,0,2020
Craig Young,101487,LB,OHIO STATE,3,0,0,260,55.4,0,0,7,27.6,0,0,0,0,0,29,8,0,0,56.6,0,0,3,30,0,0,0,0,10,3,0,2020
Kobi Thomas,101492,LB,MARYLAND,1,0,0,215,67.5,0,0,2,42.9,0,0,0,0,0,7,3,0,0,68.2,0,0,1,66.7,0,0,0,0,3,2,0,2020
Cortez Andrews,101493,LB,MARYLAND,3,0,0,215,59.4,0,0,1,5.6,0,0,0,0,0,18,1,0,0,59.4,0,0,1,10,0,0,0,0,10,1,0,2020
Lance Dixon,101496,LB,PENN STATE,9,0,0,266,62.3,0,2,19,17.9,15.8,3,0,5.3,0,112,20,2,0,70.6,0,2,9,18.9,33.3,3,11.1,0,53,10,2,2020
Brandon Smith,101497,LB,PENN STATE,9,0,0,266,71.3,2,3,29,17.1,3.4,1,2,15.5,2,170,29,7,0,63.1,0,2,6,11.5,16.7,1,16.7,0,52,6,2,2020
DJ Gordon IV,101503,LB,MINNESOTA,5,0,0,225,76.7,1,0,1,1.8,100,1,0,50,0,55,1,1,0,,0,0,0,0,,0,,0,11,0,0,2020
Donald Willis,101504,LB,MINNESOTA,7,0,0,225,66.3,0,2,3,5.8,0,0,0,33.3,0,52,3,2,0,63,0,1,1,5.3,0,0,50,0,19,1,1,2020
Jeslord Boateng,101508,LB,MICH STATE,1,0,0,223,60,0,0,1,50,0,0,0,0,0,2,1,0,0,,0,0,0,,,0,,0,0,0,0,2020
D.K. Bonhomme,101512,LB,INDIANA,7,0,0,190,56.2,0,2,53,40.9,0,0,0,3.8,1,149,61,3,0,55.4,0,2,25,42.6,0,0,4,0,68,29,2,2020
Jestin Jacobs,101514,LB,IOWA,4,0,0,192,61.6,0,1,6,14.3,16.7,1,0,8.3,0,42,6,1,0,67.2,0,1,2,10.5,50,1,25,0,19,2,1,2020
Jack Campbell,101515,LB,IOWA,5,1,0,192,82.8,0,6,14,18.4,21.4,3,0,28.6,1,76,14,7,0,76.9,0,4,10,37,20,2,30,1,27,10,5,2020
Khali Saunders,101518,LB,PURDUE,3,0,0,273,60,0,0,1,10,0,0,0,0,0,10,1,0,0,,0,0,0,0,,0,,0,1,0,0,2020
Keeanu Benton,101536,DI,WISCONSIN,6,0,0,349,68.2,1,3,58,100,8.6,5,0,3.4,0,64,64,4,0,55.3,0,0,13,100,0,0,0,0,13,13,0,2020
Garrett Nelson,101604,ED,NEBRASKA,8,0,0,238,61.8,1,10,166,81.6,7.8,13,0,4.5,2,212,173,13,0,61.2,0,6,56,85.7,12.5,7,7.1,1,70,60,7,2020
Jaquan Brisker,101665,S,PENN STATE,9,0,0,266,71.7,0,1,8,3.1,0,0,0,18.8,1,254,8,2,0,74.3,0,1,5,5,0,0,30,1,101,5,2,2020
Marvin Grant,101670,S,PURDUE,4,0,0,273,71.2,0,0,1,2.9,0,0,0,100,1,35,1,1,0,71.2,0,0,1,11.1,0,0,100,1,9,1,1,2020
Cormontae Hamilton,101674,ED,OHIO STATE,2,0,0,260,64.1,0,0,7,100,14.3,1,0,14.3,1,7,7,1,0,66.1,0,0,4,100,25,1,25,1,4,4,1,2020
Bryce Barnes,101678,DI,ILLINOIS,5,0,0,187,58.6,0,2,46,100,4.3,2,0,2.2,0,47,47,2,0,57.6,0,1,20,100,5,1,2.5,0,20,20,1,2020
Quinn Schulte,101737,S,IOWA,3,0,0,192,59.8,0,0,1,4,0,0,0,0,0,25,1,0,0,59.8,0,0,1,7.7,0,0,0,0,13,1,0,2020
O'shai Fletcher,102648,CB,TROY,11,0,1,318,60,0,1,1,0.4,0,0,1,50,0,254,1,1,0,,0,0,0,0,,0,,0,61,0,0,2020
Nick Ross,102656,S,APP STATE,11,0,0,108,53.5,0,0,2,2.3,0,0,0,0,0,130,3,0,0,55.5,0,0,1,4.9,0,0,0,0,41,2,0,2020
Elery Alexander,102665,S,ARK STATE,10,1,0,113,68.7,1,0,14,4.7,14.3,2,2,3.6,0,316,15,1,0,55.5,0,0,3,6.3,0,0,0,0,48,3,0,2020
Anthony Switzer,102668,S,ARK STATE,6,0,0,113,56.9,0,0,1,0.6,0,0,0,0,0,170,1,0,0,56.9,0,0,1,3.8,0,0,0,0,26,1,0,2020
Fabrice Voyne,102669,LB,ARMY,5,0,0,114,60,0,1,13,51.7,7.7,1,0,3.8,0,29,15,1,0,66.1,0,0,3,66.7,33.3,1,0,0,6,4,0,2020
Marquel Broughton,102671,S,ARMY,11,0,0,114,60,0,0,2,0.7,0,0,1,0,0,298,2,0,0,,0,0,0,0,,0,,0,103,0,0,2020
Cole Mabry,102677,S,ARMY,2,0,0,114,60,0,0,1,33.3,0,0,0,0,0,3,1,0,0,,0,0,0,,,0,,0,0,0,0,2020
Quindrelin Hammonds,102679,CB,ARMY,3,0,0,114,54.1,0,0,3,25,0,0,0,0,0,12,3,0,0,,0,0,0,0,,0,,0,4,0,0,2020
Jabari Moore,102681,CB,ARMY,9,0,0,114,51.2,0,1,4,2.5,0,0,0,12.5,0,201,5,1,0,53.2,0,0,2,2.8,0,0,0,0,71,2,0,2020
Daryan McDonald,102683,S,ARMY,7,0,0,114,60.3,1,4,34,54,8.8,3,0,7.4,0,63,34,5,0,61.2,0,2,13,61.9,23.1,3,7.7,0,21,13,2,2020
Kyle Hamilton,102684,S,NOTRE DAME,9,0,0,258,70.3,3,1,11,3.8,0,0,3,18.2,0,292,11,4,0,71.4,2,1,5,5.1,0,0,30,0,98,5,3,2020
George Udo,102695,CB,BYU,11,0,0,128,77,0,1,14,9.4,14.3,2,1,25,3,149,14,4,0,68.1,0,1,6,12.5,0,0,41.7,2,48,6,3,2020
Robb Bozeman,102699,ED,GA SOUTHRN,1,0,0,174,59.4,0,0,1,100,0,0,0,0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0,2020
Kailon Davis,102702,ED,ARK STATE,3,0,0,113,54,1,0,11,100,0,0,0,4.5,0,13,13,1,0,59.1,0,0,0,100,,0,,0,1,1,0,2020
Sosaia Tuitavake,102704,DI,ARK STATE,7,0,0,113,55.8,0,2,58,100,0,0,1,3.4,1,60,60,3,0,61.7,0,1,8,100,0,0,18.8,1,9,9,2,2020
Ja-Quane Nelson,102710,DI,LA LAFAYET,7,0,0,207,67,1,3,49,100,10.2,5,0,4.1,0,52,52,4,0,62.4,1,0,7,100,14.3,1,7.1,0,8,8,1,2020
Tyler Komorowski,102717,DI,ARMY,5,0,0,114,62.1,0,1,19,100,0,0,0,2.6,0,20,20,1,0,65.7,0,1,3,100,0,0,16.7,0,4,4,1,2020
Chris Frey,102720,DI,ARMY,7,0,0,114,65.3,0,1,26,100,11.5,3,0,1.9,0,28,28,1,0,71.4,0,1,3,100,66.7,2,16.7,0,5,5,1,2020
Howard Cross III,102726,DI,NOTRE DAME,10,0,0,258,65.1,2,2,71,97.3,7,5,0,4.2,1,75,73,5,0,61.5,0,1,22,100,4.5,1,6.8,1,22,22,2,2020
Isaiah Foskey,102728,ED,NOTRE DAME,10,0,0,258,63.1,5,7,110,85.2,8.2,9,0,9.1,4,135,115,16,0,59.5,1,4,36,82.6,13.9,5,9.7,1,46,38,6,2020
Seleti Fevaleaki,102729,ED,BYU,9,1,0,128,77.7,0,2,45,97.9,15.6,7,0,4.4,1,48,47,3,0,71.8,0,1,17,100,17.6,3,2.9,0,18,18,1,2020
Freddy Livai,102730,ED,BYU,1,0,0,128,66.4,0,0,3,100,33.3,1,0,0,0,3,3,0,0,66.6,0,0,2,100,50,1,0,0,2,2,0,2020
Gabe Summers,102731,DI,BYU,11,0,0,128,71.9,2,13,138,100,14.5,20,1,6.9,2,149,149,17,0,74.1,1,8,48,100,22.9,11,13.5,2,53,53,11,2020
Elgin Griffin,102732,DI,TROY,9,0,0,318,60.6,1,6,125,100,5.6,7,1,2.8,0,127,127,7,0,59.8,0,3,28,100,7.1,2,5.4,0,29,29,3,2020
Jourdan Heilig,102733,ED,APP STATE,4,0,0,108,60.1,0,0,11,64.7,0,0,0,0,0,17,11,0,0,63.1,0,0,5,71.4,0,0,0,0,7,5,0,2020
Brennon Davis,102755,LB,NEW MEX ST,2,0,0,242,69.6,0,0,1,22.2,0,0,0,100,1,9,2,1,0,70.2,0,0,1,50,0,0,100,1,2,1,1,2020
Michael Bowe Jr.,102762,ED,NEW MEX ST,2,0,0,242,61.2,0,3,56,83.8,8.9,5,0,4.5,1,68,57,4,0,63.5,0,3,25,80.6,16,4,10,1,31,25,4,2020
Kenny Haynes,102763,LB,TEXAS ST,3,0,0,314,80,1,0,2,11.1,0,0,0,75,1,18,2,2,0,,0,0,0,0,,0,,0,2,0,0,2020
Kelvin Johnson,102770,LB,S ALABAMA,10,0,0,288,57.6,0,2,8,9.3,0,0,0,12.5,0,108,10,2,0,53.8,0,0,3,10.8,0,0,0,0,37,4,0,2020
Andre Carter II,102780,ED,ARMY,8,0,0,114,68.5,3,6,54,73.3,16.7,9,0,10.2,1,75,55,10,0,71.9,2,4,23,82.8,26.1,6,17.4,1,29,24,7,2020
Nathaniel Smith,102783,LB,ARMY,6,0,0,114,56.1,0,1,42,50,2.4,1,0,1.2,0,84,42,1,0,55,0,0,8,38.1,0,0,0,0,21,8,0,2020
JD Bertrand,102787,LB,NOTRE DAME,3,0,0,258,64.1,0,1,5,27.3,0,0,0,10,0,22,6,1,0,59.6,0,0,1,20,0,0,0,0,5,1,0,2020
Marist Liufau,102789,LB,NOTRE DAME,8,0,0,258,82.9,1,1,9,12.7,33.3,3,1,33.3,2,71,9,4,0,71.4,0,0,4,28.6,25,1,25,1,14,4,1,2020
Keenan Pili,102794,LB,BYU,9,0,0,128,51.1,1,0,11,6,0,0,0,4.5,0,233,14,1,0,54.3,1,0,3,5.7,0,0,16.7,0,70,4,1,2020
KeSean Brown,102847,CB,APP STATE,6,0,0,108,67.6,0,2,8,28.6,25,2,0,12.5,0,28,8,2,0,75.3,0,2,3,42.9,66.7,2,33.3,0,7,3,2,2020
Brendan Harrington,102848,LB,APP STATE,11,0,0,108,55.9,1,4,47,15.4,6.4,3,1,5.3,0,325,50,5,0,52.6,1,0,11,16.4,0,0,4.5,0,73,12,1,2020
Markeveon Coleman,102849,LB,TEXAS ST,8,0,0,314,62.2,0,3,17,19,5.9,1,3,20.6,2,100,19,5,0,59,0,2,6,33.3,16.7,1,16.7,0,18,6,2,2020
Jamil Muhammad,102860,LB,GA STATE,1,0,0,175,59.5,0,0,1,100,0,0,0,0,0,1,1,0,0,59.5,0,0,1,100,0,0,0,0,1,1,0,2020
Java'n Singletary,102897,S,GA SOUTHRN,4,0,0,174,58.7,0,1,1,0.8,0,0,0,50,0,133,1,1,0,,0,0,0,0,,0,,0,46,0,0,2020
Mekhi Garner,102900,CB,LA LAFAYET,10,0,0,207,66.5,0,3,11,5.1,9.1,1,3,31.8,2,217,11,5,0,64.6,0,3,6,9.1,16.7,1,41.7,1,66,6,4,2020
Keilos Swinney,102901,S,LA MONROE,9,0,0,209,90.5,2,3,35,16.5,20,7,0,12.9,2,218,36,7,0,58.8,0,1,7,8.4,14.3,1,7.1,0,83,7,1,2020
Bobby Bell,102902,S,LA MONROE,5,0,0,209,56,2,0,14,37.5,7.1,1,1,7.1,0,40,15,2,0,58.7,1,0,6,63.6,16.7,1,8.3,0,11,7,1,2020
Keon Carter,102903,S,GA STATE,9,0,0,175,58.2,0,0,2,1.5,0,0,0,0,0,130,2,0,0,59.6,0,0,1,3.8,0,0,0,0,26,1,0,2020
Tanner Davis,102905,S,UMASS,4,0,0,216,55.5,0,3,18,17.6,5.6,1,0,13.9,1,102,18,4,0,55.6,0,1,5,17.2,0,0,10,0,29,5,1,2020
Tre' Ross,102909,LB,TROY,3,0,0,318,60,0,0,1,9.1,0,0,0,0,0,11,1,0,0,,0,0,0,0,,0,,0,2,0,0,2020
Cam Hart,102955,CB,NOTRE DAME,5,0,0,258,58.6,0,0,1,1.8,0,0,0,0,0,56,1,0,0,58.6,0,0,1,4.5,0,0,0,0,22,1,0,2020
Jordan Gandy,103605,CB,N ILLINOIS,6,0,0,254,60,0,0,0,0.5,,0,2,,0,184,1,0,0,,0,0,0,0,,0,,0,35,0,0,2020
Emanuel Dabney,104140,CB,LIBERTY,8,0,0,206,58.2,0,0,1,0.5,0,0,1,0,0,193,1,0,0,,0,0,0,0,,0,,0,63,0,0,2020
TreShaun Clark,104144,ED,LIBERTY,10,0,0,206,72.6,8,18,223,95.2,12.6,28,2,7.6,4,252,240,30,0,73.3,4,13,75,96.3,21.3,16,15.3,3,82,79,20,2020
William Green,104145,DI,LIBERTY,3,0,0,206,58.8,0,0,6,100,0,0,0,0,0,6,6,0,0,,0,0,0,,,0,,0,0,0,0,2020
Elijah James,104146,DI,LIBERTY,9,2,0,206,68,2,7,148,99.4,8.1,12,1,3.7,1,158,157,10,1,69,1,3,32,100,15.6,5,6.3,0,33,33,4,2020
Carl Poole,104149,LB,LIBERTY,7,0,0,206,89.6,0,3,3,6.7,33.3,1,0,83.3,1,60,4,4,0,67.6,0,2,1,12.5,0,0,200,1,16,2,3,2020
Isaiah Avery,104151,CB,LIBERTY,3,0,0,206,60,0,0,1,33.3,0,0,0,0,0,3,1,0,0,60,0,0,1,100,0,0,0,0,1,1,0,2020
